"ee.Taxon","Definition.x","Definition.y","N"
"mouse","pnictogen molecular entity","nervous system disease",30
"mouse","cyclic compound","nervous system disease",30
"mouse","organic cyclic compound","nervous system disease",30
"mouse","nitrogen molecular entity","nervous system disease",30
"mouse","organic molecule","central nervous system disease",30
"human","carboxylic ester","disease of anatomical entity",30
"human","organic heterocyclic compound","hematopoietic system disease",30
"human","heterocyclic compound","hematopoietic system disease",30
"human","N-glycosyl compound","disease of anatomical entity",30
"human","nucleobase-containing molecular entity","disease",30
"mouse","sulfur molecular entity","disease",30
"rat","hydrogen molecular entity","disease",30
"human","molecular entity","carcinoma",30
"human","chemical entity","nervous system cancer",30
"human","steroid","disease of cellular proliferation",30
"human","steroid","cancer",30
"human","benzenes","disease of cellular proliferation",30
"human","benzenes","cancer",30
"mouse","molecule","organ system cancer",29
"mouse","oxygen molecular entity","organ system cancer",29
"mouse","organochalcogen compound","organ system cancer",29
"mouse","carboxamide","disease of anatomical entity",29
"mouse","organic molecule","organ system cancer",29
"human","organic heterocyclic compound","hematologic cancer",29
"human","molecule","leukemia",29
"human","monocarboxylic acid amide","disease",29
"human","heteroorganic entity","leukemia",29
"human","polyatomic entity","leukemia",29
"human","heterocyclic compound","hematologic cancer",29
"human","organic molecule","leukemia",29
"rat","organonitrogen compound","disease of anatomical entity",29
"human","organochlorine compound","disease",29
"human","pnictogen molecular entity","thoracic disease",29
"human","pnictogen molecular entity","breast cancer",29
"human","pnictogen molecular entity","breast disease",29
"human","pnictogen molecular entity","thoracic cancer",29
"human","organonitrogen compound","thoracic disease",29
"human","organonitrogen compound","breast cancer",29
"human","organonitrogen compound","breast disease",29
"human","organonitrogen compound","thoracic cancer",29
"human","organochalcogen compound","thoracic disease",29
"human","organochalcogen compound","breast cancer",29
"human","organochalcogen compound","breast disease",29
"human","organochalcogen compound","thoracic cancer",29
"human","nitrogen molecular entity","thoracic disease",29
"human","nitrogen molecular entity","breast cancer",29
"human","nitrogen molecular entity","breast disease",29
"human","nitrogen molecular entity","thoracic cancer",29
"human","olefinic compound","disease of cellular proliferation",29
"human","olefinic compound","cancer",29
"mouse","ester","disease",29
"human","steroid","organ system cancer",29
"human","molecular entity","nervous system cancer",29
"human","main group molecular entity","nervous system cancer",29
"human","p-block molecular entity","nervous system cancer",29
"mouse","oxoacid","disease",28
"mouse","carboxylic acid","disease",28
"mouse","heteropolycyclic compound","disease of anatomical entity",28
"mouse","carbon oxoacid","disease",28
"mouse","organooxygen compound","organ system cancer",28
"mouse","organic heteropolycyclic compound","disease of anatomical entity",28
"mouse","halogen molecular entity","disease",28
"mouse","halide","disease",28
"human","oxygen molecular entity","leukemia",28
"human","chalcogen molecular entity","leukemia",28
"human","organochalcogen compound","leukemia",28
"human","organooxygen compound","leukemia",28
"human","N-glycosyl compound","organ system cancer",28
"human","aromatic compound","cell type cancer",28
"human","organic aromatic compound","cell type cancer",28
"human","alcohol","disease of anatomical entity",28
"rat","hydroxides","disease",28
"rat","carbonyl compound","disease",28
"rat","organic oxo compound","disease",28
"human","cyclic ketone","disease of cellular proliferation",28
"human","cyclic ketone","cancer",28
"human","molecular entity","gastrointestinal system disease",28
"human","chemical entity","gastrointestinal system disease",28
"human","main group molecular entity","carcinoma",28
"human","carbon group molecular entity","carcinoma",28
"human","p-block molecular entity","carcinoma",28
"human","polyatomic entity","carcinoma",28
"human","organic molecular entity","carcinoma",28
"human","aromatic compound","thoracic disease",28
"human","aromatic compound","breast cancer",28
"human","aromatic compound","breast disease",28
"human","aromatic compound","thoracic cancer",28
"human","organic aromatic compound","thoracic disease",28
"human","organic aromatic compound","breast cancer",28
"human","organic aromatic compound","breast disease",28
"human","organic aromatic compound","thoracic cancer",28
"human","hydroxy steroid","disease of cellular proliferation",28
"human","hydroxy steroid","cancer",28
"human","carbon group molecular entity","nervous system cancer",28
"human","organic molecular entity","nervous system cancer",28
"mouse","cyclic compound","organ system cancer",27
"mouse","organic cyclic compound","organ system cancer",27
"mouse","organonitrogen compound","disease of cellular proliferation",27
"mouse","organonitrogen compound","cancer",27
"mouse","organic heterocyclic compound","nervous system disease",27
"mouse","heteroorganic entity","neurodegenerative disease",27
"mouse","organonitrogen compound","nervous system disease",27
"mouse","polyatomic entity","neurodegenerative disease",27
"mouse","heterocyclic compound","nervous system disease",27
"mouse","carbohydrates and carbohydrate derivatives","disease of anatomical entity",27
"human","chlorine molecular entity","disease of cellular proliferation",27
"human","chlorine molecular entity","cancer",27
"human","heteroatomic molecular entity","thoracic disease",27
"human","heteroatomic molecular entity","breast cancer",27
"human","heteroatomic molecular entity","breast disease",27
"human","heteroatomic molecular entity","thoracic cancer",27
"human","organooxygen compound","thoracic disease",27
"human","organooxygen compound","breast cancer",27
"human","organooxygen compound","breast disease",27
"human","organooxygen compound","thoracic cancer",27
"human","molecular entity","central nervous system disease",27
"human","chemical entity","central nervous system disease",27
"human","main group molecular entity","central nervous system disease",27
"human","p-block molecular entity","central nervous system disease",27
"human","olefinic compound","organ system cancer",27
"human","benzenes","disease of anatomical entity",27
"human","main group molecular entity","gastrointestinal system disease",27
"human","carbon group molecular entity","gastrointestinal system disease",27
"human","p-block molecular entity","gastrointestinal system disease",27
"human","organic molecular entity","gastrointestinal system disease",27
"human","sulfur molecular entity","disease of cellular proliferation",27
"human","sulfur molecular entity","cancer",27
"human","organosulfur compound","disease of cellular proliferation",27
"human","organosulfur compound","cancer",27
"human","hydroxy steroid","organ system cancer",27
"mouse","aromatic compound","disease of cellular proliferation",26
"mouse","organic aromatic compound","disease of cellular proliferation",26
"mouse","heteroatomic molecular entity","organ system cancer",26
"mouse","organic amino compound","disease of anatomical entity",26
"mouse","carbohydrate derivative","disease of anatomical entity",26
"human","oxolanes","disease",26
"human","nucleoside","disease",26
